Time (s),Target Freq (Hz),Commanded Vel (raw),Measured Pos (raw),Measured Vel (raw),Measured Load (raw)
0.01596975326538086,1.0,49,-28924,3,7
0.06396961212158203,1.0,49,-28907,25,4
0.11196351051330566,1.0,49,-28876,39,35
0.15996122360229492,1.0,49,-28850,31,70
0.20795559883117676,1.0,49,-28829,29,117
0.2559537887573242,1.0,49,-28810,24,118
0.3039536476135254,1.0,49,-28784,37,119
0.3519566059112549,1.0,49,-28751,45,65
0.3999462127685547,1.0,49,-28699,74,-8
0.44795870780944824,1.0,49,-28633,82,0
0.495943546295166,1.0,49,-28588,57,0
0.5439577102661133,1.0,49,-28550,52,39
0.5919373035430908,1.0,49,-28522,33,66
0.6399602890014648,1.0,49,-28499,28,167
0.6879463195800781,1.0,49,-28491,10,178
0.7359304428100586,1.0,49,-28475,23,233
0.7839369773864746,1.0,49,-28459,20,265
0.8319265842437744,1.0,49,-28443,22,313
0.8799288272857666,1.0,49,-28426,25,274
0.9279234409332275,1.0,49,-28388,60,31
0.9759244918823242,1.0,49,-28289,140,-17
1.0239179134368896,1.0,49,-28205,99,0
1.0719225406646729,1.0,49,-28156,68,15
1.1199135780334473,1.0,49,-28120,44,28
1.1679174900054932,1.0,49,-28086,50,75
1.215911865234375,1.0,49,-28062,25,125
1.2639119625091553,1.0,49,-28047,28,133
1.3119089603424072,1.0,49,-28020,35,97
1.3599107265472412,1.0,49,-27979,60,6
1.4079036712646484,1.0,49,-27915,85,-6
1.4559166431427002,1.0,49,-27861,67,0
1.5039005279541016,1.0,49,-27821,53,2
1.5519142150878906,1.0,49,-27785,48,56
1.599895715713501,1.0,49,-27761,31,79
1.6479120254516602,1.0,49,-27740,23,173
1.695899248123169,1.0,49,-27732,14,194
1.743927001953125,1.0,49,-27716,19,245
1.7918932437896729,1.0,49,-27702,22,269
1.83988618850708,1.0,49,-27681,27,248
1.8878843784332275,1.0,49,-27648,46,172
1.935880184173584,1.0,49,-27590,85,-22
1.983882188796997,1.0,49,-27490,122,-8
2.0318760871887207,1.0,49,-27432,73,1
2.0798757076263428,1.0,49,-27386,59,45
2.1278769969940186,1.0,49,-27356,39,21
2.176069974899292,1.0,49,-27319,45,125
2.2238693237304688,1.0,49,-27307,16,102
2.2718684673309326,1.0,49,-27280,36,123
2.3198673725128174,1.0,49,-27251,42,79
2.367866039276123,1.0,49,-27202,68,-10
2.4158613681793213,1.0,49,-27134,84,-5
2.4638781547546387,1.0,49,-27088,57,2
2.5118587017059326,1.0,49,-27049,52,10
2.5598764419555664,1.0,49,-27014,43,57
2.6078548431396484,1.0,49,-26990,31,139
2.655870199203491,1.0,49,-26979,11,168
2.7038540840148926,1.0,49,-26965,21,215
2.751877546310425,1.0,49,-26949,21,248
2.7998616695404053,1.0,49,-26931,24,256
2.8478424549102783,1.0,49,-26906,35,226
2.895841598510742,1.0,49,-26866,57,51
2.9438393115997314,1.0,49,-26779,122,-20
2.991840124130249,1.0,49,-26696,101,0
3.0398359298706055,1.0,49,-26647,65,5
3.0878348350524902,1.0,49,-26608,47,42
3.135834217071533,1.0,49,-26579,45,55
3.1838293075561523,1.0,49,-26550,31,132
3.2318408489227295,1.0,49,-26535,25,121
3.2798259258270264,1.0,49,-26507,36,110
3.3278253078460693,1.0,49,-26470,53,20
3.3758273124694824,1.0,49,-26407,84,-10
3.4238204956054688,1.0,49,-26349,73,0
3.4718174934387207,1.0,49,-26310,53,1
3.5198166370391846,1.0,49,-26272,50,23
3.5678303241729736,1.0,49,-26243,38,73
3.6158103942871094,1.0,49,-26223,24,156
3.6638286113739014,1.0,49,-26214,13,161
3.7118115425109863,1.0,49,-26194,26,201
3.7598330974578857,1.0,49,-26176,23,250
3.8078176975250244,1.0,49,-26160,23,240
3.8558003902435303,1.0,49,-26131,41,143
3.9037997722625732,1.0,49,-26072,88,-20
3.9517979621887207,1.0,49,-25978,119,-10
3.999795913696289,1.0,49,-25920,75,1
4.047793626785278,1.0,49,-25877,57,15
4.095794200897217,1.0,49,-25842,44,19
4.143790006637573,1.0,49,-25808,46,90
4.191788911819458,1.0,49,-25790,20,112
4.239785432815552,1.0,49,-25770,29,150
4.287786245346069,1.0,49,-25749,29,110
4.335781812667847,1.0,49,-25711,54,36
4.383782386779785,1.0,49,-25650,84,-10
4.431776285171509,1.0,49,-25587,76,0
4.479781627655029,1.0,49,-25546,55,2
4.527773380279541,1.0,49,-25507,50,41
4.575789213180542,1.0,49,-25480,34,70
4.623769283294678,1.0,49,-25458,27,162
4.671788930892944,1.0,49,-25450,12,170
4.719766855239868,1.0,49,-25431,25,228
4.767786264419556,1.0,49,-25416,19,254
4.81577205657959,1.0,49,-25397,28,243
4.863774061203003,1.0,49,-25364,44,158
4.911758661270142,1.0,49,-25307,85,-20
4.959759712219238,1.0,49,-25211,118,-9
5.007754325866699,1.0,49,-25150,74,0
5.055755376815796,1.0,49,-25103,59,36
5.103749513626099,1.0,49,-25072,42,15
5.151748418807983,1.0,49,-25035,44,140
5.199747085571289,1.0,49,-25025,12,119
5.2477452754974365,1.0,49,-25002,32,119
5.2957446575164795,1.0,49,-24969,46,64
5.343748331069946,1.0,49,-24916,74,-9
5.391740798950195,1.0,49,-24849,81,-1
5.439735651016235,1.0,49,-24805,57,0
5.487739562988281,1.0,49,-24765,52,15
5.535733222961426,1.0,49,-24732,40,54
5.583748817443848,1.0,49,-24708,31,135
5.631727457046509,1.0,49,-24697,12,179
5.67974591255188,1.0,49,-24685,19,215
5.727724552154541,1.0,49,-24668,22,251
5.775738954544067,1.0,49,-24650,24,253
5.823727130889893,1.0,49,-24624,36,222
5.871750831604004,1.0,49,-24583,63,2
5.919733762741089,1.0,49,-24485,132,-15
5.967721223831177,1.0,49,-24412,88,0
6.015713930130005,1.0,49,-24364,64,7
6.063713550567627,1.0,49,-24327,48,22
6.111708164215088,1.0,49,-24293,47,74
6.159712076187134,1.0,49,-24270,23,112
6.207706451416016,1.0,49,-24253,29,122
6.255703687667847,1.0,49,-24226,36,112
6.303703784942627,1.0,49,-24192,50,29
