Time (s),Target Freq (Hz),Commanded Vel (raw),Measured Pos (raw),Measured Vel (raw),Measured Load (raw)
0.015931367874145508,2.75,133,222416,10,23
0.0639185905456543,2.75,133,222468,76,47
0.1119384765625,2.75,133,222538,85,124
0.15992140769958496,2.75,133,222604,97,22
0.20793390274047852,2.75,133,222718,153,0
0.2559232711791992,2.75,133,222833,148,126
0.3039262294769287,2.75,133,222902,72,249
0.3519158363342285,2.75,133,222950,83,151
0.39992690086364746,2.75,133,223064,163,-10
0.4479057788848877,2.75,133,223214,188,0
0.49590492248535156,2.75,133,223330,146,166
0.5439047813415527,2.75,133,223402,107,0
0.5919084548950195,2.75,133,223524,161,0
0.6399009227752686,2.75,133,223636,145,294
0.687901496887207,2.75,133,223673,42,162
0.7359001636505127,2.75,133,223759,128,-5
0.7838988304138184,2.75,133,223901,189,-1
0.8318972587585449,2.75,133,224023,161,74
0.8798966407775879,2.75,133,224107,98,99
0.92789626121521,2.75,133,224190,133,-2
0.9758937358856201,2.75,133,224319,163,3
1.0238916873931885,2.75,133,224420,117,342
1.0718920230865479,2.75,133,224446,56,151
1.119903326034546,2.75,133,224551,143,-7
1.1678907871246338,2.75,133,224698,185,-1
1.2159082889556885,2.75,133,224823,158,143
1.263895034790039,2.75,133,224899,96,17
1.3119175434112549,2.75,133,225012,155,0
1.3598861694335938,2.75,133,225131,153,183
1.40789794921875,2.75,133,225191,58,227
1.455883264541626,2.75,133,225249,99,42
1.5038888454437256,2.75,133,225386,190,-5
1.5518827438354492,2.75,133,225520,173,18
1.599881887435913,2.75,133,225619,122,131
1.6478798389434814,2.75,133,225696,120,0
1.695875883102417,2.75,133,225820,162,1
1.7438774108886719,2.75,133,225924,130,347
1.7918751239776611,2.75,133,225950,46,187
1.8398725986480713,2.75,133,226042,126,0
1.8878717422485352,2.75,133,226186,191,-2
1.9358735084533691,2.75,133,226313,166,93
1.983870506286621,2.75,133,226399,105,27
2.031870126724243,2.75,133,226503,147,0
2.079866886138916,2.75,133,226620,152,55
