Time (s),Target Freq (Hz),Commanded Vel (raw),Measured Pos (raw),Measured Vel (raw),Measured Load (raw)
0.015970468521118164,0.5,24,10369,1,3
0.06395769119262695,0.5,24,10377,11,3
0.11194491386413574,0.5,24,10391,18,2
0.15993833541870117,0.5,24,10408,22,2
0.2079331874847412,0.5,24,10425,23,3
0.2559239864349365,0.5,24,10443,23,13
0.30391860008239746,0.5,24,10458,18,36
0.35193777084350586,0.5,24,10468,13,59
0.3999142646789551,0.5,24,10477,10,85
0.447908878326416,0.5,24,10484,9,108
0.49592161178588867,0.5,24,10491,9,140
0.5438988208770752,0.5,24,10497,7,163
0.5918707847595215,0.5,24,10503,7,178
0.6398811340332031,0.5,24,10511,12,195
0.687854528427124,0.5,24,10521,13,219
0.7358458042144775,0.5,24,10528,8,243
0.7838397026062012,0.5,24,10534,9,258
0.8318307399749756,0.5,24,10543,11,264
0.8798251152038574,0.5,24,10556,17,220
0.9278156757354736,0.5,24,10580,36,181
0.9758095741271973,0.5,24,10612,43,79
1.0237996578216553,0.5,24,10665,81,-26
1.0717942714691162,0.5,24,10730,77,-18
1.119786262512207,0.5,24,10765,42,0
1.167783260345459,0.5,24,10782,24,2
1.2157773971557617,0.5,24,10800,23,3
1.263765811920166,0.5,24,10817,23,3
1.3117551803588867,0.5,24,10835,24,1
1.3597655296325684,0.5,24,10853,24,7
1.4077484607696533,0.5,24,10870,20,28
1.4557688236236572,0.5,24,10881,16,41
1.503727674484253,0.5,24,10892,13,75
1.5517349243164062,0.5,24,10899,9,94
1.5997095108032227,0.5,24,10908,11,111
1.6477229595184326,0.5,24,10915,12,115
1.695695400238037,0.5,24,10928,17,120
1.7436878681182861,0.5,24,10943,18,114
1.7916781902313232,0.5,24,10960,23,116
1.8396711349487305,0.5,24,10976,24,100
1.8876659870147705,0.5,24,10997,27,78
1.9356560707092285,0.5,24,11023,39,-1
1.9836528301239014,0.5,24,11069,59,-14
2.0316414833068848,0.5,24,11103,43,-3
2.079636573791504,0.5,24,11123,26,0
2.1276254653930664,0.5,24,11139,20,2
2.1756207942962646,0.5,24,11156,22,2
2.223615884780884,0.5,24,11174,24,2
2.271603584289551,0.5,24,11192,24,2
2.319593906402588,0.5,24,11209,23,14
2.3676016330718994,0.5,24,11224,17,43
2.415583848953247,0.5,24,11233,10,66
2.463597059249878,0.5,24,11240,9,93
2.5115811824798584,0.5,24,11247,8,124
2.5595767498016357,0.5,24,11252,7,153
2.607550859451294,0.5,24,11257,7,175
2.655571222305298,0.5,24,11264,9,178
2.7035419940948486,0.5,24,11275,14,191
2.7515292167663574,0.5,24,11286,13,219
2.799520492553711,0.5,24,11294,11,218
2.847512722015381,0.5,24,11306,17,234
2.8955039978027344,0.5,24,11319,16,221
2.9434995651245117,0.5,24,11337,24,238
2.991489887237549,0.5,24,11352,19,199
3.0394816398620605,0.5,24,11378,40,28
3.087476968765259,0.5,24,11444,92,-23
3.1354708671569824,0.5,24,11503,71,-9
3.1834607124328613,0.5,24,11533,36,0
3.2314512729644775,0.5,24,11553,26,1
3.279447555541992,0.5,24,11572,25,1
3.327436685562134,0.5,24,11590,24,1
3.3754422664642334,0.5,24,11608,24,1
3.4234213829040527,0.5,24,11626,22,20
3.471433401107788,0.5,24,11639,15,35
3.5194177627563477,0.5,24,11651,14,64
3.567430257797241,0.5,24,11658,9,87
3.6153948307037354,0.5,24,11666,10,96
3.6633992195129395,0.5,24,11677,14,108
3.7113845348358154,0.5,24,11689,16,112
3.7593698501586914,0.5,24,11704,19,115
3.807361125946045,0.5,24,11719,19,115
3.8553547859191895,0.5,24,11736,23,106
3.903346538543701,0.5,24,11757,28,46
3.9513494968414307,0.5,24,11792,48,-3
3.9993391036987305,0.5,24,11835,54,-12
4.0473246574401855,0.5,24,11866,38,0
4.095322132110596,0.5,24,11885,23,0
4.143309116363525,0.5,24,11902,21,1
4.191300868988037,0.5,24,11918,23,0
4.239294052124023,0.5,24,11938,24,0
4.287286281585693,0.5,24,11956,23,3
4.335278749465942,0.5,24,11973,21,27
4.383273601531982,0.5,24,11984,13,48
4.431263208389282,0.5,24,11993,11,84
4.479271411895752,0.5,24,11999,7,102
4.527252912521362,0.5,24,12006,8,134
4.575268030166626,0.5,24,12011,6,158
4.623249053955078,0.5,24,12017,7,179
4.671240568161011,0.5,24,12024,9,198
4.719221115112305,0.5,24,12032,10,223
4.767227411270142,0.5,24,12039,9,233
4.815203428268433,0.5,24,12048,13,247
4.86319637298584,0.5,24,12059,12,294
4.911187410354614,0.5,24,12065,6,302
4.959191560745239,0.5,24,12072,11,272
5.007173299789429,0.5,24,12091,27,220
5.055163383483887,0.5,24,12124,48,79
5.103158235549927,0.5,24,12192,95,-27
5.151150465011597,0.5,24,12261,83,-9
5.199143171310425,0.5,24,12295,40,0
5.247137784957886,0.5,24,12316,29,1
5.295127868652344,0.5,24,12337,25,2
5.343118906021118,0.5,24,12355,24,2
5.39111328125,0.5,24,12373,24,5
5.439110040664673,0.5,24,12390,22,16
5.487109184265137,0.5,24,12403,17,50
5.535088777542114,0.5,24,12412,11,63
5.583104133605957,0.5,24,12421,12,85
5.631085157394409,0.5,24,12430,11,99
5.679096937179565,0.5,24,12440,13,118
5.7270896434783936,0.5,24,12451,14,122
5.7750749588012695,0.5,24,12464,16,134
5.823044538497925,0.5,24,12476,16,133
5.871034622192383,0.5,24,12491,21,125
5.919029712677002,0.5,24,12511,27,79
5.9670250415802,0.5,24,12540,41,12
6.015013933181763,0.5,24,12585,62,-12
6.063005208969116,0.5,24,12622,46,0
6.1109983921051025,0.5,24,12640,25,1
6.1589884757995605,0.5,24,12658,24,1
6.20698881149292,0.5,24,12676,24,1
6.254974603652954,0.5,24,12695,24,4
6.302968263626099,0.5,24,12713,23,8
6.350961446762085,0.5,24,12728,20,40
6.39895224571228,0.5,24,12737,12,50
6.446948766708374,0.5,24,12748,13,82
6.494937896728516,0.5,24,12754,8,104
6.542931079864502,0.5,24,12762,8,137
6.590936183929443,0.5,24,12766,6,163
6.638922452926636,0.5,24,12771,8,170
6.686936378479004,0.5,24,12779,11,201
6.7348997592926025,0.5,24,12787,9,220
6.78290867805481,0.5,24,12794,9,247
6.830885410308838,0.5,24,12800,6,279
6.878876447677612,0.5,24,12806,9,288
6.9268717765808105,0.5,24,12815,12,289
6.974863290786743,0.5,24,12828,18,241
7.022855997085571,0.5,24,12853,35,216
7.070845603942871,0.5,24,12882,42,94
7.11884069442749,0.5,24,12939,88,-31
7.166840314865112,0.5,24,13011,85,-14
7.214829921722412,0.5,24,13047,42,1
7.262815237045288,0.5,24,13066,27,0
7.310809373855591,0.5,24,13085,25,1
7.358801364898682,0.5,24,13104,24,1
7.406791925430298,0.5,24,13122,24,4
7.454797029495239,0.5,24,13139,22,16
7.502780437469482,0.5,24,13152,17,42
7.550769805908203,0.5,24,13162,12,58
7.598778247833252,0.5,24,13171,12,81
7.6467578411102295,0.5,24,13179,10,93
7.694770336151123,0.5,24,13190,14,110
7.742753267288208,0.5,24,13200,13,121
7.790750980377197,0.5,24,13211,16,118
7.838724136352539,0.5,24,13226,21,108
7.886718988418579,0.5,24,13245,26,98
7.934709548950195,0.5,24,13267,31,46
7.982702016830444,0.5,24,13301,47,-9
8.030696868896484,0.5,24,13345,54,-13
8.07868766784668,0.5,24,13375,37,0
8.126682758331299,0.5,24,13393,23,0
8.17467188835144,0.5,24,13408,21,1
8.222670316696167,0.5,24,13426,23,1
8.27065634727478,0.5,24,13444,24,1
8.318655729293823,0.5,24,13463,24,3
8.366655588150024,0.5,24,13480,22,17
8.414636611938477,0.5,24,13493,16,42
8.462630271911621,0.5,24,13502,11,77
8.510618925094604,0.5,24,13508,7,97
8.558613061904907,0.5,24,13514,8,112
8.606622695922852,0.5,24,13523,11,142
8.654601573944092,0.5,24,13530,10,162
8.702608108520508,0.5,24,13537,9,188
8.750589609146118,0.5,24,13543,7,216
8.798599004745483,0.5,24,13548,7,224
8.84656572341919,0.5,24,13558,14,218
8.894576787948608,0.5,24,13573,18,239
8.942569494247437,0.5,24,13584,15,221
8.990546464920044,0.5,24,13605,27,210
9.03853702545166,0.5,24,13627,30,153
9.086529016494751,0.5,24,13664,56,-1
9.134520053863525,0.5,24,13734,91,-21
9.182513952255249,0.5,24,13781,57,-2
9.230510473251343,0.5,24,13804,27,1
9.278498649597168,0.5,24,13823,24,1
9.326492547988892,0.5,24,13842,25,2
9.374493598937988,0.5,24,13861,24,1
9.422475814819336,0.5,24,13880,23,3
9.470468521118164,0.5,24,13896,21,28
9.518460512161255,0.5,24,13907,14,37
9.566456317901611,0.5,24,13919,15,71
9.614458560943604,0.5,24,13927,9,85
9.662445068359375,0.5,24,13936,12,91
9.710449457168579,0.5,24,13947,15,111
9.75842571258545,0.5,24,13959,14,119
9.806439399719238,0.5,24,13971,17,114
9.85442042350769,0.5,24,13989,22,112
9.902416706085205,0.5,24,14006,23,100
9.95040249824524,0.5,24,14029,34,20
9.998382329940796,0.5,24,14070,56,-11
10.046376943588257,0.5,24,14110,49,-11
10.094369649887085,0.5,24,14138,33,0
10.142362356185913,0.5,24,14156,23,0
10.19035267829895,0.5,24,14170,20,2
10.238354444503784,0.5,24,14187,23,2
10.286339521408081,0.5,24,14206,24,2
10.334331274032593,0.5,24,14224,24,4
10.382324934005737,0.5,24,14243,22,21
10.430322170257568,0.5,24,14255,15,44
10.478308200836182,0.5,24,14264,12,77
10.52630066871643,0.5,24,14271,8,98
10.574294567108154,0.5,24,14277,8,130
10.622290849685669,0.5,24,14283,7,149
10.670281410217285,0.5,24,14289,8,169
10.718287467956543,0.5,24,14297,9,189
10.76626992225647,0.5,24,14304,9,214
10.814277172088623,0.5,24,14311,9,221
10.86225700378418,0.5,24,14321,13,248
10.91027283668518,0.5,24,14329,10,270
10.958262920379639,0.5,24,14336,9,282
11.006229877471924,0.5,24,14347,16,267
11.054218769073486,0.5,24,14364,23,242
11.102210283279419,0.5,24,14389,35,169
11.150203704833984,0.5,24,14429,58,-9
11.19819951057434,0.5,24,14507,101,-25
11.246188640594482,0.5,24,14558,61,0
11.294178247451782,0.5,24,14582,32,0
11.342173099517822,0.5,24,14602,27,1
11.390164136886597,0.5,24,14621,25,1
11.438157796859741,0.5,24,14639,23,4
11.486148357391357,0.5,24,14656,22,15
11.534144163131714,0.5,24,14670,18,38
11.582133769989014,0.5,24,14680,13,61
11.630126714706421,0.5,24,14688,11,78
11.678119421005249,0.5,24,14697,12,88
11.726126909255981,0.5,24,14708,14,116
11.774102449417114,0.5,24,14717,11,130
11.8221116065979,0.5,24,14726,13,122
11.870093584060669,0.5,24,14741,21,130
11.918109655380249,0.5,24,14757,22,104
11.966094732284546,0.5,24,14780,31,56
12.014065980911255,0.5,24,14813,45,0
12.062057256698608,0.5,24,14856,57,-14
12.110050916671753,0.5,24,14888,42,-5
12.158045291900635,0.5,24,14909,28,0
12.206034660339355,0.5,24,14926,21,0
12.254026889801025,0.5,24,14941,22,0
12.302019596099854,0.5,24,14959,23,0
12.350014448165894,0.5,24,14978,23,2
12.398003816604614,0.5,24,14995,22,9
12.44600224494934,0.5,24,15010,20,32
12.493990659713745,0.5,24,15020,13,59
12.541984796524048,0.5,24,15027,10,85
12.589973449707031,0.5,24,15035,9,109
12.637969970703125,0.5,24,15041,8,134
12.685958862304688,0.5,24,15047,8,149
12.733962535858154,0.5,24,15055,9,175
12.78194785118103,0.5,24,15062,8,203
12.829953670501709,0.5,24,15068,7,214
12.877929210662842,0.5,24,15075,11,226
12.925944566726685,0.5,24,15086,14,243
12.973925352096558,0.5,24,15097,14,254
13.021944046020508,0.5,24,15108,15,221
13.0698983669281,0.5,24,15131,33,160
13.117891311645508,0.5,24,15166,46,56
13.165888547897339,0.5,24,15224,84,-23
13.213879108428955,0.5,24,15283,71,-14
13.26187014579773,0.5,24,15315,39,0
13.309861660003662,0.5,24,15334,24,3
13.357855081558228,0.5,24,15352,24,3
13.405852794647217,0.5,24,15370,24,3
13.453842401504517,0.5,24,15389,24,2
13.501832246780396,0.5,24,15407,24,5
13.549825191497803,0.5,24,15423,20,29
13.597815752029419,0.5,24,15434,14,42
13.645812511444092,0.5,24,15445,14,71
13.693803787231445,0.5,24,15453,10,85
13.741795301437378,0.5,24,15462,11,114
13.789785623550415,0.5,24,15469,8,139
13.837777137756348,0.5,24,15476,10,136
13.885771751403809,0.5,24,15489,18,121
13.933763027191162,0.5,24,15508,26,95
13.981828451156616,0.5,24,15533,33,79
14.029782056808472,0.5,24,15559,34,33
14.077791690826416,0.5,24,15596,50,-6
14.125733375549316,0.5,24,15635,50,-10
14.173744440078735,0.5,24,15662,34,0
14.221716403961182,0.5,24,15681,23,0
14.269711256027222,0.5,24,15697,21,0
14.31770396232605,0.5,24,15715,23,1
14.36569619178772,0.5,24,15733,24,1
14.413686275482178,0.5,24,15752,23,5
14.461684703826904,0.5,24,15768,20,31
14.50967288017273,0.5,24,15779,13,56
14.557663202285767,0.5,24,15787,9,83
14.605656623840332,0.5,24,15794,9,104
14.65366244316101,0.5,24,15801,9,132
14.701642990112305,0.5,24,15807,7,159
14.749634265899658,0.5,24,15812,7,190
14.797632932662964,0.5,24,15819,8,221
14.845622062683105,0.5,24,15824,7,226
14.893620491027832,0.5,24,15831,10,225
14.941606760025024,0.5,24,15845,17,239
14.989616394042969,0.5,24,15857,15,251
15.037595510482788,0.5,24,15869,18,243
15.085609436035156,0.5,24,15886,21,234
15.133574962615967,0.5,24,15907,26,186
15.181588172912598,0.5,24,15939,49,0
15.229561567306519,0.5,24,16014,100,-27
15.277563571929932,0.5,24,16070,66,0
15.325544118881226,0.5,24,16093,32,0
15.37353777885437,0.5,24,16115,27,0
15.421528577804565,0.5,24,16135,25,1
15.469528198242188,0.5,24,16153,24,2
15.517513275146484,0.5,24,16172,23,7
15.565505504608154,0.5,24,16188,20,31
15.613497257232666,0.5,24,16200,14,48
15.661495208740234,0.5,24,16209,12,70
15.709482192993164,0.5,24,16218,11,85
15.757476329803467,0.5,24,16227,12,103
15.805467128753662,0.5,24,16237,12,113
15.85345983505249,0.5,24,16249,16,113
15.901451110839844,0.5,24,16263,20,111
15.94944715499878,0.5,24,16280,22,118
15.99744963645935,0.5,24,16297,23,92
16.04543113708496,0.5,24,16321,33,30
16.093443632125854,0.5,24,16361,54,-10
16.14142870903015,0.5,24,16403,51,-6
16.189419269561768,0.5,24,16427,30,0
16.23744249343872,0.5,24,16443,22,1
16.285390853881836,0.5,24,16461,23,0
16.33339238166809,0.5,24,16479,24,0
16.381396532058716,0.5,24,16497,24,2
16.429369926452637,0.5,24,16514,23,19
16.477360248565674,0.5,24,16527,15,42
16.525355577468872,0.5,24,16537,12,71
16.57335138320923,0.5,24,16543,8,99
16.621338367462158,0.5,24,16550,8,124
16.6693434715271,0.5,24,16557,8,136
16.71732449531555,0.5,24,16565,12,158
16.765327215194702,0.5,24,16573,10,189
